goods_code_6,Description_6,indent,CODE_2,CODE_4,CODE_6,CODE_8,CODE_10,CODE_14
0304570000 80,Rays and skates (Rajidae),"- - ",03,04,57,00,00,80
0304590000 80,Other,"- - ",03,04,59,00,00,80
0304610000 10,"Frozen fillets of tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)","- ",03,04,61,00,00,10
0304610000 80,Tilapias (Oreochromis spp.),"- - ",03,04,61,00,00,80
0304620000 80,"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","- - ",03,04,62,00,00,80
0304630000 80,Nile perch (Lates niloticus),"- - ",03,04,63,00,00,80
0304690000 80,Other,"- - ",03,04,69,00,00,80
0304710000 10,"Frozen fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae","- ",03,04,71,00,00,10
0304710000 80,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","- - ",03,04,71,00,00,80
0304720000 80,Haddock (Melanogrammus aeglefinus),"- - ",03,04,72,00,00,80
0304730000 80,Coalfish (Pollachius virens),"- - ",03,04,73,00,00,80
0304740000 80,"Hake (Merluccius spp., Urophycis spp.)","- - ",03,04,74,00,00,80
0304750000 80,Alaska pollock (Theragra chalcogramma),"- - ",03,04,75,00,00,80
0304790000 80,Other,"- - ",03,04,79,00,00,80
0304810000 10,Frozen fillets of other fish,"- ",03,04,81,00,00,10
0304810000 80,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)","- - ",03,04,81,00,00,80
0304820000 80,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","- - ",03,04,82,00,00,80
0304830000 80,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)","- - ",03,04,83,00,00,80
0304840000 80,Swordfish (Xiphias gladius),"- - ",03,04,84,00,00,80
0304850000 80,Toothfish (Dissostichus spp.),"- - ",03,04,85,00,00,80
0304860000 80,"Herrings (Clupea harengus, Clupea pallasii)","- - ",03,04,86,00,00,80
0304870000 80,"Tuna (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis)","- - ",03,04,87,00,00,80
0304880000 80,"Dogfish, other sharks, rays and skates (Rajidae)","- - ",03,04,88,00,00,80
0304890000 80,Other,"- - ",03,04,89,00,00,80
0304910000 10,"Other, frozen","- ",03,04,91,00,00,10
0304910000 80,Swordfish (Xiphias gladius),"- - ",03,04,91,00,00,80
0304920000 80,Toothfish (Dissostichus spp.),"- - ",03,04,92,00,00,80
0304930000 80,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)","- - ",03,04,93,00,00,80
0304940000 80,Alaska pollock (Theragra chalcogramma),"- - ",03,04,94,00,00,80
0304950000 80,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska pollock (Theragra chalcogramma)","- - ",03,04,95,00,00,80
0304960000 80,Dogfish and other sharks,"- - ",03,04,96,00,00,80
0304970000 80,Rays and skates (Rajidae),"- - ",03,04,97,00,00,80
0304990000 80,Other,"- - ",03,04,99,00,00,80
0305100000 80,"Flours, meals and pellets of fish, fit for human consumption","- ",03,05,10,00,00,80
0305200000 80,"Livers, roes and milt of fish, dried, smoked, salted or in brine","- ",03,05,20,00,00,80
2204290000 80,Other,"- - ",22,04,29,00,00,80
2204300000 80,Other grape must,"- ",22,04,30,00,00,80
2205100000 80,In containers holding 2|litres or less,"- ",22,05,10,00,00,80
2205900000 80,Other,"- ",22,05,90,00,00,80
2207100000 80,Undenatured ethyl alcohol of an alcoholic strength by volume of 80|%|vol or higher,"- ",22,07,10,00,00,80
2207200000 80,"Ethyl alcohol and other spirits, denatured, of any strength","- ",22,07,20,00,00,80
2208200000 80,Spirits obtained by distilling grape wine or grape marc,"- ",22,08,20,00,00,80
2208300000 80,Whiskies,"- ",22,08,30,00,00,80
2208400000 80,Rum and other spirits obtained by distilling fermented sugar-cane products,"- ",22,08,40,00,00,80
2208500000 80,Gin and Geneva,"- ",22,08,50,00,00,80
2208600000 80,Vodka,"- ",22,08,60,00,00,80
2208700000 80,Liqueurs and cordials,"- ",22,08,70,00,00,80
2208900000 80,Other,"- ",22,08,90,00,00,80
0901110000 10,"Coffee, not roasted","- ",09,01,11,00,00,10
0901110000 80,Not decaffeinated,"- - ",09,01,11,00,00,80
0901120000 80,Decaffeinated,"- - ",09,01,12,00,00,80
0901210000 10,"Coffee, roasted","- ",09,01,21,00,00,10
0901210000 80,Not decaffeinated,"- - ",09,01,21,00,00,80
0901220000 80,Decaffeinated,"- - ",09,01,22,00,00,80
0901900000 80,Other,"- ",09,01,90,00,00,80
0902100000 80,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,"- ",09,02,10,00,00,80
0902200000 80,Other green tea (not fermented),"- ",09,02,20,00,00,80
0902300000 80,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3|kg","- ",09,02,30,00,00,80
0902400000 80,Other black tea (fermented) and other partly fermented tea,"- ",09,02,40,00,00,80
0904110000 10,Pepper,"- ",09,04,11,00,00,10
0904110000 80,Neither crushed nor ground,"- - ",09,04,11,00,00,80
0904120000 80,Crushed or ground,"- - ",09,04,12,00,00,80
0904210000 10,Fruit of the genus Capsicum or of the genus Pimenta,"- ",09,04,21,00,00,10
0904210000 80,"Dried, neither crushed nor ground","- - ",09,04,21,00,00,80
0904220000 80,Crushed or ground,"- - ",09,04,22,00,00,80
0905100000 80,Neither crushed nor ground,"- ",09,05,10,00,00,80
0905200000 80,Crushed or ground,"- ",09,05,20,00,00,80
0906110000 10,Neither crushed nor ground,"- ",09,06,11,00,00,10
0906110000 80,Cinnamon (Cinnamomum zeylanicum Blume),"- - ",09,06,11,00,00,80
0906190000 80,Other,"- - ",09,06,19,00,00,80
0906200000 80,Crushed or ground,"- ",09,06,20,00,00,80
0907100000 80,Neither crushed nor ground,"- ",09,07,10,00,00,80
0907200000 80,Crushed or ground,"- ",09,07,20,00,00,80
0908110000 10,Nutmeg,"- ",09,08,11,00,00,10
0908110000 80,Neither crushed nor ground,"- - ",09,08,11,00,00,80
0908120000 80,Crushed or ground,"- - ",09,08,12,00,00,80
0908210000 10,Mace,"- ",09,08,21,00,00,10
0908210000 80,Neither crushed nor ground,"- - ",09,08,21,00,00,80
0908220000 80,Crushed or ground,"- - ",09,08,22,00,00,80
0908310000 10,Cardamoms,"- ",09,08,31,00,00,10
0908310000 80,Neither crushed nor ground,"- - ",09,08,31,00,00,80
0908320000 80,Crushed or ground,"- - ",09,08,32,00,00,80
0909210000 10,Seeds of coriander,"- ",09,09,21,00,00,10
0909210000 80,Neither crushed nor ground,"- - ",09,09,21,00,00,80
0909220000 80,Crushed or ground,"- - ",09,09,22,00,00,80
0909310000 10,Seeds of cumin,"- ",09,09,31,00,00,10
0909310000 80,Neither crushed nor ground,"- - ",09,09,31,00,00,80
0909320000 80,Crushed or ground,"- - ",09,09,32,00,00,80
0909610000 10,"Seeds of anise, badian, caraway or fennel; juniper berries","- ",09,09,61,00,00,10
0909610000 80,Neither crushed nor ground,"- - ",09,09,61,00,00,80
0909620000 80,Crushed or ground,"- - ",09,09,62,00,00,80
0910110000 10,Ginger,"- ",09,10,11,00,00,10
0910110000 80,Neither crushed nor ground,"- - ",09,10,11,00,00,80
0910120000 80,Crushed or ground,"- - ",09,10,12,00,00,80
0910200000 80,Saffron,"- ",09,10,20,00,00,80
0910300000 80,Turmeric (curcuma),"- ",09,10,30,00,00,80
0910910000 10,Other spices,"- ",09,10,91,00,00,10
0910910000 80,Mixtures referred to in note|1(b) to this chapter,"- - ",09,10,91,00,00,80
0910990000 80,Other,"- - ",09,10,99,00,00,80
1001110000 10,Durum wheat,"- ",10,01,11,00,00,10
1001110000 80,Seed,"- - ",10,01,11,00,00,80
1001190000 80,Other,"- - ",10,01,19,00,00,80
1001910000 10,Other,"- ",10,01,91,00,00,10
1001910000 80,Seed,"- - ",10,01,91,00,00,80
1001990000 80,Other,"- - ",10,01,99,00,00,80
1002100000 80,Seed,"- ",10,02,10,00,00,80
1002900000 80,Other,"- ",10,02,90,00,00,80
1003100000 80,Seed,"- ",10,03,10,00,00,80
1003900000 80,Other,"- ",10,03,90,00,00,80
1004100000 80,Seed,"- ",10,04,10,00,00,80
1004900000 80,Other,"- ",10,04,90,00,00,80
1005100000 80,Seed,"- ",10,05,10,00,00,80
1005900000 80,Other,"- ",10,05,90,00,00,80
1006100000 80,Rice in the husk (paddy or rough),"- ",10,06,10,00,00,80
1006200000 80,Husked (brown) rice,"- ",10,06,20,00,00,80
1006300000 80,"Semi-milled or wholly milled rice, whether or not polished or glazed","- ",10,06,30,00,00,80
1006400000 80,Broken rice,"- ",10,06,40,00,00,80
1007100000 80,Seed,"- ",10,07,10,00,00,80
1007900000 80,Other,"- ",10,07,90,00,00,80
1008100000 80,Buckwheat,"- ",10,08,10,00,00,80
1008210000 10,Millet,"- ",10,08,21,00,00,10
1008210000 80,Seed,"- - ",10,08,21,00,00,80
1008290000 80,Other,"- - ",10,08,29,00,00,80
1008300000 80,Canary seed,"- ",10,08,30,00,00,80
1008400000 80,Fonio (Digitaria spp.),"- ",10,08,40,00,00,80
1008500000 80,Quinoa (Chenopodium quinoa),"- ",10,08,50,00,00,80
1008600000 80,Triticale,"- ",10,08,60,00,00,80
1008900000 80,Other cereals,"- ",10,08,90,00,00,80
2301100000 80,"Flours, meals and pellets, of meat or meat offal; greaves","- ",23,01,10,00,00,80
2301200000 80,"Flours, meals and pellets, of fish or of crustaceans, molluscs or other aquatic invertebrates","- ",23,01,20,00,00,80
2302100000 80,Of maize (corn),"- ",23,02,10,00,00,80
2302300000 80,Of wheat,"- ",23,02,30,00,00,80
2302400000 80,Of other cereals,"- ",23,02,40,00,00,80
2302500000 80,Of leguminous plants,"- ",23,02,50,00,00,80
2303100000 80,Residues of starch manufacture and similar residues,"- ",23,03,10,00,00,80
2303200000 80,"Beet-pulp, bagasse and other waste of sugar manufacture","- ",23,03,20,00,00,80
2303300000 80,Brewing or distilling dregs and waste,"- ",23,03,30,00,00,80
2306100000 80,Of cotton seeds,"- ",23,06,10,00,00,80
2306200000 80,Of linseed,"- ",23,06,20,00,00,80
2306300000 80,Of sunflower seeds,"- ",23,06,30,00,00,80
2306410000 10,Of rape or colza seeds,"- ",23,06,41,00,00,10
2306410000 80,Of low erucic acid rape or colza seeds,"- - ",23,06,41,00,00,80
2306490000 80,Other,"- - ",23,06,49,00,00,80
2306500000 80,Of coconut or copra,"- ",23,06,50,00,00,80
2306600000 80,Of palm nuts or kernels,"- ",23,06,60,00,00,80
2306900000 80,Other,"- ",23,06,90,00,00,80
2309100000 80,"Dog or cat food, put up for retail sale","- ",23,09,10,00,00,80
2309900000 80,Other,"- ",23,09,90,00,00,80
2401100000 80,"Tobacco, not stemmed/stripped","- ",24,01,10,00,00,80
2401200000 80,"Tobacco, partly or wholly stemmed/stripped","- ",24,01,20,00,00,80
2401300000 80,Tobacco refuse,"- ",24,01,30,00,00,80
2402100000 80,"Cigars, cheroots and cigarillos, containing tobacco","- ",24,02,10,00,00,80
2402200000 80,Cigarettes containing tobacco,"- ",24,02,20,00,00,80
2402900000 80,Other,"- ",24,02,90,00,00,80
2403110000 10,"Smoking tobacco, whether or not containing tobacco substitutes in any proportion","- ",24,03,11,00,00,10
2403110000 80,Water-pipe tobacco specified in subheading note|1|to this chapter,"- - ",24,03,11,00,00,80
2403190000 80,Other,"- - ",24,03,19,00,00,80
2403910000 10,Other,"- ",24,03,91,00,00,10
2403910000 80,'Homogenised' or 'reconstituted' tobacco,"- - ",24,03,91,00,00,80
2403990000 80,Other,"- - ",24,03,99,00,00,80
2504100000 80,In powder or in flakes,"- ",25,04,10,00,00,80
2504900000 80,Other,"- ",25,04,90,00,00,80
2505100000 80,Silica sands and quartz sands,"- ",25,05,10,00,00,80
2505900000 80,Other,"- ",25,05,90,00,00,80
2506100000 80,Quartz,"- ",25,06,10,00,00,80
2506200000 80,Quartzite,"- ",25,06,20,00,00,80
2508100000 80,Bentonite,"- ",25,08,10,00,00,80
2508300000 80,Fireclay,"- ",25,08,30,00,00,80
2508400000 80,Other clays,"- ",25,08,40,00,00,80
2508500000 80,"Andalusite, kyanite and sillimanite","- ",25,08,50,00,00,80
2508600000 80,Mullite,"- ",25,08,60,00,00,80
2917110000 10,"Acyclic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives","- ",29,17,11,00,00,10
2917110000 80,"Oxalic acid, its salts and esters","- - ",29,17,11,00,00,80
2917120000 80,"Adipic acid, its salts and esters","- - ",29,17,12,00,00,80
2917130000 80,"Azelaic acid, sebacic acid, their salts and esters","- - ",29,17,13,00,00,80
2917140000 80,Maleic anhydride,"- - ",29,17,14,00,00,80
2917190000 80,Other,"- - ",29,17,19,00,00,80
2917200000 80,"Cyclanic, cyclenic or cycloterpenic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives","- ",29,17,20,00,00,80
2917320000 10,"Aromatic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives","- ",29,17,32,00,00,10
2917320000 80,Dioctyl orthophthalates,"- - ",29,17,32,00,00,80
2917330000 80,Dinonyl or didecyl orthophthalates,"- - ",29,17,33,00,00,80
2917340000 80,Other esters of orthophthalic acid,"- - ",29,17,34,00,00,80
2917350000 80,Phthalic anhydride,"- - ",29,17,35,00,00,80
2917360000 80,Terephthalic acid and its salts,"- - ",29,17,36,00,00,80
2917370000 80,Dimethyl terephthalate,"- - ",29,17,37,00,00,80
2917390000 80,Other,"- - ",29,17,39,00,00,80
2918910000 80,"2,4,5-T (ISO) (2,4,5-trichlorophenoxyacetic acid), its salts and esters","- - ",29,18,91,00,00,80
2918990000 80,Other,"- - ",29,18,99,00,00,80
2918110000 10,"Carboxylic acids with alcohol function but without other oxygen function, their anhydrides, halides, peroxides, peroxyacids and their derivatives","- ",29,18,11,00,00,10
2918110000 80,"Lactic acid, its salts and esters","- - ",29,18,11,00,00,80
2918120000 80,Tartaric acid,"- - ",29,18,12,00,00,80
2918130000 80,Salts and esters of tartaric acid,"- - ",29,18,13,00,00,80
2918140000 80,Citric acid,"- - ",29,18,14,00,00,80
2918150000 80,Salts and esters of citric acid,"- - ",29,18,15,00,00,80
2918160000 80,"Gluconic acid, its salts and esters","- - ",29,18,16,00,00,80
2918170000 80,"2,2-Diphenyl-2-hydroxyacetic acid (benzilic acid)","- - ",29,18,17,00,00,80
2918180000 80,Chlorobenzilate (ISO),"- - ",29,18,18,00,00,80
2918190000 80,Other,"- - ",29,18,19,00,00,80
2918210000 10,"Carboxylic acids with phenol function but without other oxygen function, their anhydrides, halides, peroxides, peroxyacids and their derivatives","- ",29,18,21,00,00,10
2918210000 80,Salicylic acid and its salts,"- - ",29,18,21,00,00,80
2918220000 80,"o-Acetylsalicylic acid, its salts and esters","- - ",29,18,22,00,00,80
2918230000 80,Other esters of salicylic acid and their salts,"- - ",29,18,23,00,00,80
2918290000 80,Other,"- - ",29,18,29,00,00,80
2918300000 80,"Carboxylic acids with aldehyde or ketone function but without other oxygen function, their anhydrides, halides, peroxides, peroxyacids and their derivatives","- ",29,18,30,00,00,80
2918910000 10,Other,"- ",29,18,91,00,00,10
2919100000 80,"Tris(2,3-dibromopropyl) phosphate","- ",29,19,10,00,00,80
2919900000 80,Other,"- ",29,19,90,00,00,80
2920110000 10,"Thiophosphoric esters (phosphorothioates) and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives","- ",29,20,11,00,00,10
2920110000 80,Parathion (ISO) and parathion-methyl (ISO) (methyl-parathion),"- - ",29,20,11,00,00,80
2920190000 80,Other,"- - ",29,20,19,00,00,80
2920210000 10,"Phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives","- ",29,20,21,00,00,10
2920210000 80,Dimethyl phosphite,"- - ",29,20,21,00,00,80
2920220000 80,Diethyl phosphite,"- - ",29,20,22,00,00,80
2920230000 80,Trimethyl phosphite,"- - ",29,20,23,00,00,80
2920240000 80,Triethyl phosphite,"- - ",29,20,24,00,00,80
2920290000 80,Other,"- - ",29,20,29,00,00,80
2920300000 80,Endosulfan (ISO),"- ",29,20,30,00,00,80
2920900000 80,Other,"- ",29,20,90,00,00,80
2921110000 10,Acyclic monoamines and their derivatives; salts thereof,"- ",29,21,11,00,00,10
2921110000 80,"Methylamine, di- or trimethylamine and their salts","- - ",29,21,11,00,00,80
2921120000 80,"2-(N,N-Dimethylamino)ethylchloride hydrochloride","- - ",29,21,12,00,00,80
2921130000 80,"2-(N,N-Diethylamino)ethylchloride hydrochloride","- - ",29,21,13,00,00,80
2921140000 80,"2-(N,N-Diisopropylamino)ethylchloride hydrochloride","- - ",29,21,14,00,00,80
2921190000 80,Other,"- - ",29,21,19,00,00,80
2921210000 10,Acyclic polyamines and their derivatives; salts thereof,"- ",29,21,21,00,00,10
2921210000 80,Ethylenediamine and its salts,"- - ",29,21,21,00,00,80
2921220000 80,Hexamethylenediamine and its salts,"- - ",29,21,22,00,00,80
2921290000 80,Other,"- - ",29,21,29,00,00,80
0305310000 10,"Fish fillets, dried, salted or in brine, but not smoked","- ",03,05,31,00,00,10
0305310000 80,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)","- - ",03,05,31,00,00,80
0305320000 80,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae","- - ",03,05,32,00,00,80
0305390000 80,Other,"- - ",03,05,39,00,00,80
0305410000 10,"Smoked fish, including fillets, other than edible fish offal","- ",03,05,41,00,00,10
0305410000 80,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)","- - ",03,05,41,00,00,80
0305420000 80,"Herrings (Clupea harengus, Clupea pallasii)","- - ",03,05,42,00,00,80
0305430000 80,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","- - ",03,05,43,00,00,80
0305440000 80,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)","- - ",03,05,44,00,00,80
0305490000 80,Other,"- - ",03,05,49,00,00,80
0305510000 10,"Dried fish, other than edible fish offal, whether or not salted but not smoked","- ",03,05,51,00,00,10
0305510000 80,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","- - ",03,05,51,00,00,80
0305520000 80,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)","- - ",03,05,52,00,00,80
0305530000 80,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","- - ",03,05,53,00,00,80
0305540000 80,"Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae)","- - ",03,05,54,00,00,80
0305590000 80,Other,"- - ",03,05,59,00,00,80
0305610000 10,"Fish, salted but not dried or smoked and fish in brine, other than edible fish offal","- ",03,05,61,00,00,10
0305610000 80,"Herrings (Clupea harengus, Clupea pallasii)","- - ",03,05,61,00,00,80
0305620000 80,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","- - ",03,05,62,00,00,80
0305630000 80,Anchovies (Engraulis spp.),"- - ",03,05,63,00,00,80
